ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
PHR,4,2011,696,0.129,-0.126,-322,374,-23.0,351.0,0.952,0.736,-7,371,353,351,0.914,1.06,,,,,,351.0
PHR,3,2011,796,0.199,0.706,-554,242,-40.0,202.0,0.426,0.485,-4,228,171,170,0.317,0.54,,,,,,202.0
PHR,2,2011,467,-0.004,-0.253,-309,158,-21.0,136.0,0.235,-0.415,-6,148,112,111,-0.006,-0.439,,,,,,136.0
PHR,1,2011,625,1.474,0.013,-376,248,-16.0,233.0,1.832,0.293,-5,260,198,197,1.526,0.076,,,,,,233.0
PHR,4,2010,617,0.423,-0.072,-364,253,-73.0,180.0,0.793,0.269,-6,243,184,183,0.536,0.417,,,,,,
PHR,3,2010,664,1.185,0.417,-461,204,-62.0,142.0,0.673,0.286,-5,171,129,129,0.772,0.161,,,,,,142.0
PHR,2,2010,469,,0.857,-335,134,-24.0,110.0,,0.342,-13,145,111,111,,0.426,,,,,,110.0
PHR,1,2010,252,,-0.417,-159,94,-12.0,82.0,,-0.181,-2,102,78,78,,-0.346,,,,,,82.0
PHR,4,2009,433,2.027,0.426,-307,126,-26.0,100.0,1.457,0.184,-1,159,119,119,8.28,0.636,,,,,,
PHR,3,2009,304,,,-203,101,-16.0,85.0,,,0,96,73,73,,,,,,,,
PHR,4,2008,143,,,-93,50,-10.0,41.0,,,0,26,13,13,,,,,,,,
BVH,3,2022,10048,0.118,-0.028,-10030,18,-1590.0,-1572.0,,,,503,408,384,-0.143,0.157,,,,,,-1490.0
BVH,2,2022,10333,0.08,0.062,-10199,134,-1578.0,-1444.0,,,,423,341,332,-0.246,-0.294,,,,,,-1392.0
BVH,1,2022,9728,0.117,-0.031,-9389,339,-1812.0,-1473.0,,,,625,501,471,0.003,-0.103,,,,,,-1418.0
BVH,4,2021,10044,0.04,0.118,-10048,-5,-1370.0,-1375.0,,,,663,552,525,0.149,0.171,,,,,,-1316.0
BVH,3,2021,8985,0.028,-0.061,-8703,282,-1605.0,-1323.0,,,,579,473,448,-0.027,0.017,,,,,,-1265.0
BVH,2,2021,9564,0.164,0.098,-9651,-87,-1579.0,-1666.0,,,,532,464,440,-0.133,-0.061,,,,,,-1608.0
BVH,1,2021,8709,0.105,-0.098,-8878,-169,-1149.0,-1318.0,,,,593,499,469,2.71,0.028,,,,,,-1267.0
BVH,4,2020,9655,0.036,0.105,-10254,-599,-864.0,-1462.0,,,,550,475,457,4.084,-0.009,,,,,,-1409.0
BVH,3,2020,8736,0.034,0.063,-9282,-545,-848.0,-1394.0,,,,555,473,461,0.337,-0.094,,,,,,-1343.0
BVH,2,2020,8215,0.01,0.043,-9317,-1102,-870.0,-1972.0,,,,617,542,508,1.089,3.018,,,,,,-1919.0
BVH,1,2020,7879,0.065,-0.155,-8042,-163,-978.0,-1141.0,,,,187,115,126,-0.685,0.408,,,,,,-1092.0
BVH,4,2019,9321,0.142,0.103,-9824,-503,-894.0,-1397.0,,,,128,106,90,-0.611,-0.739,,,,,,-1348.0
BVH,3,2019,8451,0.17,0.039,-8701,-250,-799.0,-1049.0,,,,424,357,345,3.324,0.417,,,,,,-1004.0
BVH,2,2019,8137,0.125,0.1,-8306,-169,-932.0,-1101.0,,,,310,258,243,-0.261,-0.395,,,,,,-1058.0
BVH,1,2019,7396,0.149,-0.094,-7322,74,-935.0,-861.0,,,,521,413,402,-0.066,0.739,,,,,,-818.0
BVH,4,2018,8163,0.145,0.13,-8362,-198,-825.0,-1023.0,,,,296,237,231,-0.248,1.899,,,,,,-978.0
BVH,3,2018,7225,0.209,-0.002,-7631,-406,-872.0,-1278.0,,,,135,97,80,-0.555,-0.758,,,,,,-1198.0
BVH,2,2018,7236,0.234,0.124,-8110,-874,-967.0,-1841.0,,,,389,335,329,-0.527,-0.234,,,,,,-1800.0
BVH,1,2018,6439,0.27,-0.097,-7578,-1139,-795.0,-1934.0,,,,540,445,430,0.13,0.4,,,,,,-1896.0
BVH,4,2017,7132,0.324,0.193,-7113,19,-843.0,-824.0,,,,378,316,307,0.168,0.716,,,,,,-784.0
BVH,3,2017,5978,0.224,0.019,-6050,-72,-738.0,-810.0,,,,227,192,179,-0.435,-0.743,,,,,,-776.0
BVH,2,2017,5863,0.253,0.156,-5369,494,-849.0,-355.0,,,,853,709,696,0.816,0.83,,,,,,-318.0
BVH,1,2017,5070,0.259,-0.059,-4964,106,-717.0,-612.0,,,,486,394,380,-0.008,0.447,,,,,,-564.0
BVH,4,2016,5388,0.282,0.103,-5148,240,-877.0,-637.0,,,,326,274,263,0.293,-0.17,,,,,,-592.0
BVH,3,2016,4883,0.25,0.043,-4803,80,-622.0,-542.0,,,,397,325,317,0.455,-0.174,,,,,,-508.0
BVH,2,2016,4679,0.225,0.162,-4580,100,-560.0,-461.0,,,,476,397,383,0.1,0.0,,,,,,-429.0
BVH,1,2016,4028,0.187,-0.042,-3848,180,-510.0,-330.0,,,,480,393,383,0.082,0.885,,,,,,-296.0
BVH,4,2015,4203,0.189,0.076,-4395,-192,-610.0,-802.0,,,,252,212,203,-0.4,-0.066,,,,,,-763.0
BVH,3,2015,3905,0.183,0.022,-3810,95,-489.0,-394.0,,,,293,228,218,-0.31,-0.375,,,,,,-351.0
BVH,2,2015,3820,0.203,0.126,-3549,271,-459.0,-187.0,,,,453,361,349,0.494,-0.016,,,,,,-144.0
BVH,1,2015,3393,0.678,-0.04,-2998,396,-621.0,-225.0,,,,457,371,354,-0.12,0.046,,,,,,-192.0
BVH,4,2014,3534,0.732,0.07,-3181,353,-976.0,-624.0,,,,427,356,339,0.109,0.074,,,,,,
BVH,3,2014,3302,0.549,0.04,-2957,345,-751.0,-406.0,,,,395,327,316,0.125,0.352,,,,,,
BVH,2,2014,3175,0.446,0.57,-2686,489,-790.0,-301.0,,,,289,238,233,-0.042,-0.42,,,,,,
BVH,1,2014,2022,0.006,-0.009,-1589,433,-749.0,-316.0,,,,539,444,403,0.434,0.318,,,,,,
BVH,4,2013,2040,-0.067,-0.043,-1736,305,-889.0,-584.0,,,,480,352,305,0.031,0.089,,,,,,
BVH,3,2013,2131,0.026,-0.029,-1685,446,-714.0,-268.0,,,,421,315,281,0.026,0.152,,,,,,
BVH,2,2013,2195,0.009,0.091,-1705,490,-738.0,-248.0,,,,315,245,244,-0.069,-0.132,,,,,,
BVH,1,2013,2011,0.009,-0.081,-1492,519,-738.0,-219.0,,,,420,308,281,-0.327,-0.052,,,,,,
BVH,4,2012,2188,-0.002,0.054,-1797,391,-755.0,-364.0,,,,535,304,296,-0.398,0.083,,,,,,
BVH,3,2012,2077,0.076,-0.045,-1701,376,-660.0,-284.0,,,,279,279,273,0.178,0.045,,,,,,
BVH,2,2012,2175,0.082,0.092,-1763,411,-691.0,-280.0,,,,401,301,262,0.044,-0.373,,,,,,
BVH,1,2012,1992,0.133,-0.091,-1557,436,-674.0,-238.0,,,,626,444,417,0.538,-0.152,,,,,,
BVH,4,2011,2192,0.258,0.135,-1560,632,-683.0,-52.0,,,,529,482,492,1.413,1.12,,,,,,
BVH,3,2011,1931,0.23,-0.039,-1589,342,-668.0,-326.0,,,,355,261,232,0.08,-0.074,,,,,,
BVH,2,2011,2009,0.185,0.143,-1645,364,-607.0,-243.0,,,,320,251,251,-0.167,-0.076,,,,,,
BVH,1,2011,1758,0.226,0.009,-1407,351,-472.0,-121.0,,,,345,255,271,0.165,0.33,,,,,,
BVH,4,2010,1743,0.093,0.111,-1546,198,-577.0,-380.0,,,,275,221,204,-0.184,-0.052,,,,,,
BVH,3,2010,1569,0.19,-0.075,-1332,238,-400.0,-162.0,,,,263,190,215,-0.071,-0.285,,,,,,
BVH,2,2010,1696,0.056,0.183,-1355,341,-485.0,-144.0,,,,404,317,301,1.274,0.292,,,,,,
BVH,1,2010,1434,0.007,-0.101,-1235,198,-404.0,-206.0,,,,312,246,233,-0.162,-0.068,,,,,,
BVH,4,2009,1595,,0.209,-1354,241,-320.0,-79.0,,,,330,251,250,,0.079,,,,,,
BVH,3,2009,1319,,-0.179,-1198,121,-396.0,-275.0,,,,344,289,231,,0.75,,,,,,
BVH,2,2009,1607,,0.129,-1188,419,-457.0,-38.0,,,,255,185,132,,-0.524,,,,,,
BVH,1,2009,1424,,,-1034,390,-399.0,-9.0,,,,314,286,278,,,,,,,,
HPG,3,2022,34103,-0.118,-0.089,-33103,1001,-929.0,71.0,-0.994,-0.987,-837,-1300,-1786,-1774,,,,,,,,1808.0
HPG,2,2022,37422,0.066,-0.151,-30882,6540,-856.0,5683.0,-0.468,-0.387,-717,4379,4023,4032,-0.585,-0.509,,,,,,7360.0
HPG,1,2022,44058,0.413,-0.015,-33950,10108,-841.0,9268.0,0.225,0.108,-597,8922,8206,8217,0.178,0.106,,,,,,10945.0
HPG,4,2021,44711,0.734,0.156,-35123,9587,-1220.0,8367.0,0.45,-0.242,-630,8038,7419,7427,0.601,-0.282,,,,,,9934.0
HPG,3,2021,38674,0.567,0.101,-26813,11861,-819.0,11042.0,1.346,0.033,-675,10979,10351,10352,1.744,0.065,,,,,,12600.0
HPG,2,2021,35118,0.72,0.126,-23641,11477,-785.0,10692.0,2.249,0.414,-600,10349,9745,9721,2.544,0.393,,,,,,12200.0
HPG,1,2021,31177,0.621,0.209,-22994,8183,-621.0,7562.0,1.256,0.311,-622,7690,7006,6978,2.053,0.504,,,,,,9017.0
HPG,4,2020,25778,0.434,0.044,-19511,6267,-497.0,5770.0,1.346,0.226,-662,5330,4661,4638,1.419,0.229,,,,,,7156.0
HPG,3,2020,24686,0.636,0.209,-19516,5169,-462.0,4707.0,1.025,0.43,-541,4272,3785,3773,1.15,0.375,,,,,,5889.0
HPG,2,2020,20422,0.306,0.062,-16717,3706,-415.0,3291.0,0.241,-0.018,-523,3096,2756,2743,0.348,0.2,,,,,,4430.0
HPG,1,2020,19233,0.285,0.07,-15470,3763,-411.0,3352.0,0.453,0.363,-481,2657,2305,2285,0.269,0.192,,,,,,4444.0
HPG,4,2019,17975,0.249,0.191,-15140,2836,-376.0,2460.0,0.139,0.058,-270,2285,1923,1917,0.087,0.092,,,,,,3263.0
HPG,3,2019,15087,0.063,-0.035,-12385,2702,-377.0,2325.0,-0.231,-0.123,-266,2161,1794,1755,-0.269,-0.138,,,,,,2977.0
HPG,2,2019,15633,0.096,0.045,-12606,3027,-375.0,2652.0,-0.003,0.149,-215,2480,2050,2035,-0.073,0.13,,,,,,3251.0
HPG,1,2019,14963,0.151,0.04,-12342,2621,-314.0,2307.0,-0.148,0.068,-185,2171,1810,1801,-0.186,0.021,,,,,,2890.0
HPG,4,2018,14386,0.129,0.014,-11825,2561,-401.0,2159.0,-0.239,-0.286,-145,2037,1767,1764,-0.264,-0.266,,,,,,2737.0
HPG,3,2018,14188,0.131,-0.005,-10925,3263,-240.0,3023.0,0.165,0.136,-142,2848,2408,2402,0.123,0.094,,,,,,3620.0
HPG,2,2018,14261,0.344,0.097,-11380,2881,-221.0,2660.0,0.392,-0.017,-135,2577,2202,2196,0.428,-0.007,,,,,,3213.0
HPG,1,2018,13001,0.267,0.02,-10035,2966,-258.0,2707.0,0.189,-0.046,-118,2608,2223,2211,0.143,-0.077,,,,,,3263.0
HPG,4,2017,12745,0.281,0.016,-9554,3191,-352.0,2839.0,0.228,0.094,-135,2750,2401,2396,0.229,0.12,,,,,,3400.0
HPG,3,2017,12540,0.54,0.182,-9709,2831,-237.0,2594.0,0.367,0.357,-131,2488,2140,2139,0.333,0.391,,,,,,3091.0
HPG,2,2017,10612,0.319,0.034,-8423,2189,-277.0,1912.0,-0.204,-0.161,-130,1808,1539,1538,-0.241,-0.205,,,,,,2396.0
HPG,1,2017,10265,0.437,0.032,-7801,2463,-186.0,2278.0,0.831,-0.015,-84,2243,1935,1934,0.892,-0.008,,,,,,2750.0
HPG,4,2016,9950,0.397,0.222,-7311,2639,-327.0,2312.0,1.996,0.219,-63,2253,1950,1949,2.449,0.215,,,,,,2760.0
HPG,3,2016,8142,0.189,0.012,-6025,2117,-219.0,1897.0,0.438,-0.21,-69,1856,1606,1605,0.555,-0.208,,,,,,2318.0
HPG,2,2016,8048,0.052,0.127,-5477,2572,-169.0,2402.0,0.599,0.931,-67,2382,2030,2026,0.635,0.982,,,,,,2835.0
HPG,1,2016,7142,0.223,0.003,-5712,1431,-187.0,1244.0,0.546,0.612,-81,1211,1020,1022,0.575,0.808,,,,,,1598.0
HPG,4,2015,7122,0.082,0.04,-5817,1305,-533.0,772.0,0.08,-0.415,-77,683,566,565,0.193,-0.452,,,,,,1170.0
HPG,3,2015,6845,0.191,-0.105,-5285,1560,-241.0,1319.0,0.185,-0.122,-66,1161,1036,1032,0.205,-0.167,,,,,,1616.0
HPG,2,2015,7648,0.145,0.31,-5948,1699,-197.0,1502.0,0.234,0.867,-52,1408,1252,1239,0.313,0.91,,,,,,1804.0
HPG,1,2015,5838,-0.104,-0.113,-4822,1016,-211.0,805.0,-0.312,0.126,-58,738,650,649,-0.254,0.37,,,,,,1090.0
HPG,4,2014,6582,0.019,0.145,-5547,1034,-320.0,714.0,0.028,-0.358,-69,587,496,474,-0.033,-0.447,,,,,,999.0
HPG,3,2014,5747,0.37,-0.14,-4417,1330,-217.0,1113.0,0.657,-0.085,-79,1025,880,857,0.727,-0.092,,,,,,1392.0
HPG,2,2014,6681,0.538,0.025,-5249,1433,-216.0,1217.0,0.723,0.041,-81,1087,964,943,0.844,0.084,,,,,,1492.0
HPG,1,2014,6515,0.656,0.009,-5126,1390,-221.0,1169.0,1.186,0.683,-121,1071,910,870,0.905,0.778,,,,,,1438.0
HPG,4,2013,6460,0.525,0.54,-5369,1091,-397.0,695.0,1.657,0.034,-124,625,490,490,1.795,-0.013,,,,,,946.0
HPG,3,2013,4195,0.043,-0.035,-3538,657,15.0,672.0,0.726,-0.049,-79,598,508,496,0.718,-0.03,,,,,,836.0
HPG,2,2013,4345,-0.038,0.104,-3509,836,-129.0,706.0,0.305,0.321,-78,599,532,512,0.528,0.12,,,,,,860.0
HPG,1,2013,3934,-0.037,-0.071,-3243,692,-157.0,535.0,0.273,1.046,-81,572,481,457,1.34,1.609,,,,,,686.0
HPG,4,2012,4236,-0.044,0.053,-3529,706,-445.0,261.0,-0.32,-0.328,-89,217,178,175,0.279,-0.393,,,,,,412.0
HPG,3,2012,4022,-0.03,-0.109,-3482,540,-151.0,389.0,-0.081,-0.281,-109,353,310,289,1.833,-0.138,,,,,,535.0
HPG,2,2012,4515,0.001,0.105,-3831,683,-142.0,541.0,-0.169,0.288,-154,391,343,335,-0.269,0.715,,,,,,696.0
HPG,1,2012,4086,-0.139,-0.078,-3539,547,-127.0,420.0,-0.512,0.094,-176,244,200,195,-0.629,0.426,,,,,,568.0
HPG,4,2011,4432,-0.012,0.069,-3862,571,-186.0,384.0,-0.428,-0.093,-206,176,143,137,-0.661,0.343,,,,,,558.0
HPG,3,2011,4146,0.059,-0.081,-3580,566,-142.0,423.0,-0.169,-0.35,-222,153,111,102,-0.686,-0.777,,,,,,647.0
HPG,2,2011,4509,0.348,-0.05,-3696,813,-162.0,652.0,0.452,-0.243,-237,530,477,458,0.34,-0.13,,,,,,784.0
HPG,1,2011,4748,0.885,0.058,-3758,989,-129.0,860.0,1.292,0.281,-187,633,553,526,0.893,0.303,,,,,,979.0
HPG,4,2010,4487,0.883,0.146,-3675,812,-141.0,672.0,0.768,0.319,-143,472,415,404,0.694,0.246,,,,,,783.0
HPG,3,2010,3916,0.851,0.17,-3280,636,-126.0,509.0,0.095,0.135,-125,361,329,324,-0.095,-0.051,,,,,,754.0
HPG,2,2010,3346,0.648,0.329,-2799,547,-99.0,449.0,0.06,0.195,-84,397,349,342,-0.114,0.229,,,,,,583.0
HPG,1,2010,2518,0.587,0.057,-2055,463,-88.0,375.0,-0.057,-0.012,-61,335,283,278,-0.076,0.167,,,,,,436.0
HPG,4,2009,2383,0.314,0.126,-1876,507,-127.0,380.0,,-0.183,-37,299,234,238,,-0.335,,,,,,
HPG,3,2009,2116,0.31,0.042,-1577,539,-74.0,465.0,0.8,0.099,-21,417,359,358,0.528,-0.071,,,,,,
HPG,2,2009,2030,-0.231,0.279,-1547,483,-60.0,423.0,-0.174,0.064,-12,449,388,386,-0.024,0.282,,,,,,
HPG,1,2009,1587,-0.306,-0.125,-1140,447,-49.0,398.0,-0.217,,-6,359,302,301,-0.332,,,,,,,444.0
HPG,4,2008,1813,-0.005,0.123,-2005,-192,-76.0,-268.0,,,-16,-245,-232,-233,,,,,,,,
HPG,3,2008,1615,0.127,-0.389,-1304,310,-52.0,258.0,0.359,-0.496,-16,277,235,234,0.474,-0.407,,,,,,
HPG,2,2008,2641,0.983,0.155,-2062,579,-67.0,513.0,1.731,0.009,-32,459,396,395,1.581,-0.123,,,,,,597.0
HPG,1,2008,2286,1.167,0.255,-1732,554,-45.0,508.0,2.738,0.837,-13,521,452,451,3.515,0.874,,,,,,551.0
HPG,4,2007,1822,,0.272,-1477,345,-68.0,277.0,,0.455,0,284,241,240,,0.512,,,,,,
HPG,3,2007,1433,,0.075,-1196,237,-46.0,190.0,,0.013,-4,189,159,159,,0.038,,,,,,201.0
HPG,2,2007,1332,,0.263,-1101,231,-43.0,188.0,,0.381,-9,181,154,153,,0.535,,,,,,473.0
HPG,1,2007,1055,,,-882,172,-36.0,136.0,,,-20,120,100,100,,,,,,,,166.0
HPG,4,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,3,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,2,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,1,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,4,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,3,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,2,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
HPG,1,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
CTD,3,2022,3113,1.908,-0.051,-3081,33,-103.0,-71.0,,,-25,-3,-4,-4,,,,,,,,-44.0
CTD,2,2022,3281,0.286,0.715,-3065,215,-360.0,-145.0,,,-19,-28,-24,-24,,,,,,,,-118.0
CTD,1,2022,1913,-0.255,-0.345,-1846,67,-89.0,-22.0,,,-11,39,29,29,-0.463,,,,,,,4.0
CTD,4,2021,2918,-0.321,1.726,-2921,-3,-184.0,-187.0,,,0,-79,-63,-63,,,,,,,,-161.0
CTD,3,2021,1070,-0.614,-0.58,-1054,17,-90.0,-74.0,,,0,-12,-12,-12,,,,,,,,-47.0
CTD,2,2021,2550,-0.358,-0.007,-2416,135,-122.0,13.0,-0.926,,-1,59,45,45,-0.715,-0.176,,,,,,38.0
CTD,1,2021,2569,-0.277,-0.402,-2449,120,-120.0,0.0,,,0,69,55,54,-0.559,-0.421,,,,,,26.0
CTD,4,2020,4296,-0.425,0.548,-4036,260,-223.0,37.0,-0.816,-0.426,0,118,94,94,-0.597,0.06,,,,,,64.0
CTD,3,2020,2776,-0.554,-0.301,-2607,168,-103.0,65.0,-0.569,-0.623,0,117,89,89,-0.463,-0.436,,,,,,92.0
CTD,2,2020,3971,-0.314,0.118,-3728,244,-71.0,173.0,0.948,1.037,0,199,157,157,0.27,0.274,,,,,,200.0
CTD,1,2020,3554,-0.164,-0.524,-3359,194,-109.0,85.0,-0.419,-0.582,0,155,123,123,-0.346,-0.471,,,,,,112.0
CTD,4,2019,7471,-0.045,0.2,-7133,337,-134.0,203.0,-0.296,0.343,0,287,233,233,-0.268,0.413,,,,,,231.0
CTD,3,2019,6225,-0.234,0.075,-5971,254,-102.0,151.0,-0.664,0.703,0,211,165,165,-0.651,0.333,,,,,,179.0
CTD,2,2019,5788,-0.303,0.362,-5605,184,-95.0,89.0,-0.798,-0.392,0,156,124,124,-0.711,-0.344,,,,,,116.0
CTD,1,2019,4249,-0.014,-0.457,-3976,273,-127.0,146.0,-0.028,-0.494,0,237,189,189,-0.35,-0.408,,,,,,172.0
CTD,4,2018,7824,-0.128,-0.037,-7415,409,-120.0,289.0,-0.353,-0.359,0,398,319,319,-0.31,-0.327,,,,,,309.0
CTD,3,2018,8124,0.063,-0.021,-7549,575,-125.0,450.0,-0.065,0.025,0,592,473,473,-0.009,0.106,,,,,,475.0
CTD,2,2018,8302,0.343,0.925,-7738,564,-125.0,439.0,0.078,1.924,0,535,428,428,0.038,0.474,,,,,,464.0
CTD,1,2018,4311,-0.011,-0.519,-4026,286,-136.0,150.0,-0.477,-0.663,0,348,290,290,-0.035,-0.372,,,,,,175.0
CTD,4,2017,8968,0.225,0.174,-8399,569,-123.0,446.0,-0.085,-0.072,0,571,462,462,0.003,-0.032,,,,,,469.0
CTD,3,2017,7641,0.437,0.236,-7073,568,-87.0,481.0,0.242,0.181,0,597,478,478,0.305,0.158,,,,,,502.0
CTD,2,2017,6183,0.236,0.418,-5686,497,-90.0,407.0,0.055,0.419,0,517,412,412,0.162,0.372,,,,,,426.0
CTD,1,2017,4361,0.388,-0.404,-3979,382,-95.0,287.0,0.198,-0.411,0,375,301,301,0.25,-0.347,,,,,,304.0
CTD,4,2016,7321,0.337,0.377,-6712,609,-121.0,488.0,0.787,0.259,0,575,461,461,0.826,0.258,,,,,,502.0
CTD,3,2016,5317,0.392,0.063,-4857,459,-72.0,387.0,0.593,0.003,0,456,366,366,0.843,0.031,,,,,,400.0
CTD,2,2016,5003,0.801,0.592,-4591,411,-25.0,386.0,1.328,0.611,0,443,355,355,1.509,0.476,,,,,,400.0
CTD,1,2016,3142,0.968,-0.426,-2823,320,-80.0,240.0,2.554,-0.122,0,290,241,241,2.263,-0.046,,,,,,252.0
CTD,4,2015,5476,1.074,0.434,-4990,486,-213.0,273.0,1.65,0.123,0,348,284,252,1.725,0.27,,,,,,286.0
CTD,3,2015,3819,0.781,0.375,-3529,290,-47.0,243.0,1.562,0.466,0,277,210,199,1.227,0.404,,,,,,256.0
CTD,2,2015,2777,0.712,0.739,-2565,212,-46.0,166.0,1.04,1.459,0,203,159,141,0.743,0.919,,,,,,176.0
CTD,1,2015,1597,0.302,-0.395,-1473,124,-57.0,67.0,0.513,-0.345,0,99,80,74,0.149,-0.204,,,,,,76.0
CTD,4,2014,2641,0.088,0.232,-2460,181,-78.0,103.0,0.679,0.085,0,134,101,93,0.31,0.038,,,,,,112.0
CTD,3,2014,2144,0.426,0.322,-1993,151,-56.0,95.0,0.381,0.167,0,130,101,89,0.376,0.098,,,,,,103.0
CTD,2,2014,1622,0.258,0.323,-1502,121,-39.0,81.0,-0.023,0.824,0,113,88,81,0.037,0.266,,,,,,90.0
CTD,1,2014,1227,0.265,-0.495,-1123,103,-59.0,45.0,0.175,-0.274,0,87,68,64,0.431,-0.093,,,,,,54.0
CTD,4,2013,2427,0.729,0.615,-2260,167,-106.0,61.0,0.289,-0.107,0,107,81,71,0.077,0.091,,,,,,71.0
CTD,3,2013,1503,0.331,0.166,-1389,114,-46.0,69.0,0.37,-0.174,0,103,73,65,0.281,-0.172,,,,,,77.0
CTD,2,2013,1290,0.312,0.331,-1179,111,-28.0,83.0,0.884,1.194,0,122,84,78,0.447,0.746,,,,,,93.0
CTD,1,2013,969,0.009,-0.309,-894,75,-37.0,38.0,-0.345,-0.203,0,64,45,45,-0.075,-0.317,,,,,,47.0
CTD,4,2012,1404,-0.049,0.243,-1296,108,-60.0,48.0,-0.393,-0.051,0,94,66,66,0.006,0.298,,,,,,57.0
CTD,3,2012,1130,0.041,0.149,-1042,88,-37.0,50.0,0.031,0.136,0,71,51,51,0.148,-0.065,,,,,,60.0
CTD,2,2012,983,-0.094,0.023,-910,74,-29.0,44.0,-0.266,-0.237,0,70,54,54,-0.047,0.116,,,,,,54.0
CTD,1,2012,961,0.114,-0.349,-883,78,-20.0,58.0,0.374,-0.261,0,65,48,48,0.069,-0.257,,,,,,68.0
CTD,4,2011,1476,0.343,0.36,-1365,111,-33.0,78.0,0.527,0.611,0,86,65,65,0.271,0.481,,,,,,88.0
CTD,3,2011,1085,0.278,0.0,-998,87,-38.0,49.0,-0.109,-0.191,0,60,44,44,-0.443,-0.224,,,,,,58.0
CTD,2,2011,1085,0.392,0.258,-1004,81,-21.0,60.0,0.211,0.428,0,75,57,57,-0.025,0.251,,,,,,71.0
CTD,1,2011,863,0.495,-0.215,-795,68,-26.0,42.0,-0.157,-0.179,0,62,45,45,-0.125,-0.117,,,,,,51.0
CTD,4,2010,1099,1.113,0.294,-1025,75,-23.0,51.0,-0.101,-0.06,0,65,51,51,-0.248,-0.351,,,,,,79.0
CTD,3,2010,849,0.415,0.09,-777,72,-18.0,55.0,-0.299,0.099,0,105,79,79,-0.064,0.359,,,,,,61.0
CTD,2,2010,779,0.702,0.351,-711,68,-18.0,50.0,0.153,-0.006,0,73,58,58,0.316,0.123,,,,,,64.0
CTD,1,2010,577,0.481,0.109,-509,68,-18.0,50.0,-0.091,-0.124,0,69,52,52,0.785,-0.241,,,,,,57.0
CTD,4,2009,520,-0.131,-0.133,-447,73,-16.0,57.0,0.311,-0.266,0,74,68,68,0.32,-0.192,,,,,,62.0
CTD,3,2009,600,0.15,0.311,-514,86,-9.0,78.0,0.935,0.807,0,100,85,85,1.159,0.91,,,,,,
CTD,2,2009,458,,0.176,-408,50,-7.0,43.0,,-0.217,0,52,44,44,,0.524,,,,,,
CTD,1,2009,390,,-0.349,-329,60,-5.0,55.0,,0.263,0,37,29,29,,-0.439,,,,,,
CTD,4,2008,598,,0.147,-543,56,-12.0,44.0,,0.083,0,60,52,52,,0.322,,,,,,
CTD,3,2008,522,-0.437,,-474,48,-8.0,40.0,-0.459,,0,45,39,39,-0.565,,,,,,,
CTD,3,2007,928,,,-837,91,-16.0,74.0,,,0,102,90,90,,,,,,,,
CTD,2,2007,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PVT,3,2022,2330,0.387,0.033,-1916,415,-103.0,312.0,0.514,-0.051,-69,481,386,271,1.872,0.308,,,,,,625.0
PVT,2,2022,2257,0.192,0.116,-1817,440,-111.0,329.0,0.127,0.386,-49,315,258,207,-0.142,0.358,,,,,,623.0
PVT,1,2022,2022,0.178,-0.028,-1730,291,-54.0,237.0,0.178,0.007,-43,239,194,153,0.118,-0.225,,,,,,517.0
PVT,4,2021,2080,-0.058,0.239,-1752,329,-93.0,236.0,-0.062,0.143,-43,282,234,197,-0.25,1.087,,,,,,541.0
PVT,3,2021,1680,-0.095,-0.113,-1397,282,-76.0,206.0,-0.011,-0.294,-43,198,153,94,-0.13,-0.609,,,,,,438.0
PVT,2,2021,1894,0.043,0.103,-1513,381,-90.0,292.0,0.52,0.45,-26,334,283,241,0.246,0.77,,,,,,487.0
PVT,1,2021,1717,0.088,-0.222,-1459,258,-56.0,201.0,0.139,-0.199,-30,234,174,136,1.022,-0.48,,,,,,399.0
PVT,4,2020,2208,0.152,0.19,-1876,332,-81.0,251.0,0.025,0.206,-19,394,310,262,0.381,1.42,,,,,,484.0
PVT,3,2020,1856,0.065,0.021,-1570,286,-78.0,208.0,0.011,0.085,-37,222,169,108,-0.222,-0.44,,,,,,434.0
PVT,2,2020,1817,-0.182,0.151,-1558,259,-66.0,192.0,-0.245,0.087,-33,273,226,194,-0.056,1.872,,,,,,403.0
